Theseus,ID,ID,ID,,,,Line
Integrated,Theseus_,0183,Theseus_0183,,,,It shall take more than that!
Integrated,Theseus_,0184,Theseus_0184,,,,Weak!
Integrated,Theseus_,0185,Theseus_0185,,,,The Spirits protect me!
Integrated,Theseus_,0186,Theseus_0186,,,,The Spirits are on my side!
Integrated,Theseus_,0187,Theseus_0187,,,,No you don't!
Integrated,Theseus_,0188,Theseus_0188,,,,I think not.
Integrated,Theseus_,0189,Theseus_0189,,,,Idiot!
Integrated,Theseus_,0190,Theseus_0190,,,,Never!
Integrated,Theseus_,0191,Theseus_0191,,,,Not a chance!
Integrated,Theseus_,0192,Theseus_0192,,,,"Come, show us what you're made of!"
Integrated,Theseus_,0193,Theseus_0193,,,,Alistar and I will never be defeated.
Integrated,Theseus_,0194,Theseus_0194,,,,"Hm, Alistar you are worthy indeed."
Integrated,Theseus_,0195,Theseus_0195,,,,"None can escape the grasp of our obsession, Alistar."
Integrated,Theseus_,0196,Theseus_0196,,,,"Ha, idiot."
Integrated,Theseus_,0197,Theseus_0197,,,,Back to the hell that spawned you.
Integrated,Theseus_,0198,Theseus_0198,,,,Poor lost soul.
Integrated,Theseus_,0199,Theseus_0199,,,,"Run back crying to daddy, you whelp."
Integrated,Theseus_,0200,Theseus_0200,,,,Get out of my sight.
Integrated,Theseus_,0201,Theseus_0201,,,,This is my domain.
Integrated,Theseus_,0202,Theseus_0202,,,,You had no chance against the Champion.
Integrated,Theseus_,0203,Theseus_0203,,,,"When next we meet, it shall go even worse."
Integrated,Theseus_,0204,Theseus_0204,,,,"Elysium is for the great, not for the likes of you!"
Integrated,Theseus_,0205,Theseus_0205,,,,"Ha, such a disappointment."
Integrated,Theseus_,0206,Theseus_0206,,,,Miserable failure.
Integrated,Theseus_,0207,Theseus_0207,,,,Your foolish attempts shall get you nowhere!
Integrated,Theseus_,0208,Theseus_0208,,,,I'll never tire of collecting your soul.
Integrated,Theseus_,0209,Theseus_0209,,,,You are forever doomed to fail.
Integrated,Theseus_,0210,Theseus_0210,,,,"That was for last time, whelp!"
Integrated,Theseus_,0211,Theseus_0211,,,,"Ahh, the sweetness of revenge!!"
Integrated,Theseus_,0212,Theseus_0212,,,,Thus I reassert my status as the Champion!
Integrated,Theseus_,0213,Theseus_0213,,,,"Nn, noooo!"
Integrated,Theseus_,0214,Theseus_0214,,,,"Wha, how--?"
Integrated,Theseus_,0215,Theseus_0215,,,,You... whelp...!
Integrated,Theseus_,0216,Theseus_0216,,,,You... bastard...!
Integrated,Theseus_,0217,Theseus_0217,,,,You... mongrel..!
Integrated,Theseus_,0218,Theseus_0218,,,,"H, how... could you..."
Integrated,Theseus_,0219,Theseus_0219,,,,"Khh, why, you..."
Integrated,Theseus_,0220,Theseus_0220,,,,Nrraauuugghh!
Integrated,Theseus_,0221,Theseus_0221,,,,Grraaauuuggghhh!
Integrated,Theseus_,0222,Theseus_0222,,,,Daamn youuu!
Integrated,Theseus_,0223,Theseus_0223,,,,I shall return!!
Integrated,Theseus_,0224,Theseus_0224,,,,I am... still... urgh...
Integrated,Theseus_,0225,Theseus_0225,,,,How... dare... ungghh.
Integrated,Theseus_,0226,Theseus_0226,,,,Alistar!
Integrated,Theseus_,0227,Theseus_0227,,,,"Alistar, do not fail!"
Integrated,Theseus_,0228,Theseus_0228,,,,"Do not falter, Alistar!"
Integrated,Theseus_,0229,Theseus_0229,,,,"Bull, no!!"
Integrated,Theseus_,0230,Theseus_0230,,,,"If you beat the bull, you may have what it takes..."
Integrated,Theseus_,0231,Theseus_0231,,,,I'll get you back for that!
Integrated,Theseus_,0232,Theseus_0232,,,,Now you have my whole attention!
Integrated,Theseus_,0233,Theseus_0233,,,,Feel the force of my obsession!
Integrated,Theseus_,0234,Theseus_0234,,,,Alistar? You disappoint me!
Integrated,Theseus_,0235,Theseus_0235,,,,"The Bull, defeated?"
Integrated,Theseus_,0236,Theseus_0236,,,,How could you?!
Integrated,Theseus_,0237,Theseus_0237,,,,"Damn you, whelp!"
Integrated,Theseus_,0238,Theseus_0238,,,,No!
Integrated,Theseus_,0239,Theseus_0239,,,,Gah!
Integrated,Theseus_,0240,Theseus_0240,,,,Whelp! Who taught you such sloppy technique?!
Integrated,Theseus_,0241,Theseus_0241,,,,Whelp! You are unfit to walk these hallowed passageways!
Integrated,Theseus_,0242,Theseus_0242,,,,You are little more than a snivelling pup.
Integrated,Theseus_,0243,Theseus_0243,,,,Runt of the litter.
Integrated,Theseus_,0244,Theseus_0244,,,,How your soul must be quivering inside!
Integrated,Theseus_,0245,Theseus_0245,,,,Admit defeat any time!
Integrated,Theseus_,0246,Theseus_0246,,,,You have a lot of nerve!
Integrated,Theseus_,0247,Theseus_0247,,,,"Come, runt! Attack with everything you have!"
Integrated,Theseus_,0248,Theseus_0248,,,,A mongrel like you stains the perfection of Elysium!
Integrated,Theseus_,0249,Theseus_0249,,,,"What's the matter, little runt? Afraid I shall beat you again?"
Integrated,Theseus_,0250,Theseus_0250,,,,You could never beat me.
Integrated,Theseus_,0251,Theseus_0251,,,,You will soon be destroyed.
Integrated,Theseus_,0252,Theseus_0252,,,,"You are beneath me, whelp!"
Integrated,Theseus_,0253,Theseus_0253,,,,"Any last words, runt? Before I slay you once again?"
Integrated,Theseus_,0254,Theseus_0254,,,,"If you ever manage to procure a chariot, I will happily beat you in a race too."
Integrated,Theseus_,0255,Theseus_0255,,,,"Haha, filth. No better than the dirt underneath my shoes."
Integrated,Theseus_,0256,Theseus_0256,,,,No wonder your mother didn't want you.
Integrated,Theseus_,0257,Theseus_0257,,,,Go cry to daddy.
Integrated,Theseus_,0258,Theseus_0258,,,,Witness my greatness!
Integrated,Theseus_,0259,Theseus_0259,,,,My interest in you wanes with each of your failures.
Integrated,Theseus_,0260,Theseus_0260,,,,"Undeserving whelp, have you ever had to earn anything yourself?"
Integrated,Theseus_,0261,Theseus_0261,,,,"Feeling lost? Don't worry, I shall be more than happy to save your wayward soul."
Integrated,Theseus_,0262,Theseus_0262,,,,"Stand there while I run you through, yet again."
Integrated,Theseus_,0263,Theseus_0263,,,,Your journey stops here.
Integrated,Theseus_,0264,Theseus_0264,,,,"Attack me, if you must. Either way, I shall crush you."
Integrated,Theseus_,0265,Theseus_0265,,,,Unwelcome pustule! I shall run you through!
Integrated,Theseus_,0294,Theseus_0294,,,,"Eugh, you... whelp..."
Integrated,Theseus_,0295,Theseus_0295,,,,"What, I... huh..."
Integrated,Theseus_,0296,Theseus_0296,,,,You... betrayer...!
Integrated,Theseus_,0297,Theseus_0297,,,,"By my faith, I...!"
Integrated,Theseus_,0298,Theseus_0298,,,,"Urgh, what in the..."
Integrated,Theseus_,0299,Theseus_0299,,,,"Alistar, I... augh!"
Integrated,Theseus_,0300,Theseus_0300,,,,"You, augh!"
Integrated,Theseus_,0301,Theseus_0301,,,,"What, I, urgh!"
Integrated,Theseus_,0302,Theseus_0302,,,,How-- dah!
Integrated,Theseus_,0303,Theseus_0303,,,,I am smitten...!
Integrated,Theseus_,0304,Theseus_0304,,,,"Ungh, my... no!!"
Integrated,Theseus_,0305,Theseus_0305,,,,"Gah, my chariot! You filth!"
Integrated,Theseus_,0306,Theseus_0306,,,,"Urngh, why, you!!"
Integrated,Theseus_,0307,Theseus_0307,,,,"Augh, no, it's ruined!!"
Integrated,Theseus_,0308,Theseus_0308,,,,Nrrh I'll make you pay for this!!
Integrated,Theseus_,0309,Theseus_0309,,,,"Guh, that -- you!!"
Integrated,Theseus_,0310,Theseus_0310,,,,"Wha, how, you!!"
Integrated,Theseus_,0311,Theseus_0311,,,,"My, my, my! No!!"
Integrated,Theseus_,0312,Theseus_0312,,,,Chariot!! I shall avenge you!
Integrated,Theseus_,0313,Theseus_0313,,,,Noooo!!
Integrated,Theseus_,0314,Theseus_0314,,,,"Augh, gods damn you!!"
Integrated,Theseus_,0315,Theseus_0315,,,,"No! What depths you stoop to, whelp!!"
Integrated,Theseus_,0316,Theseus_0316,,,,"How dare you, you little bastard!"
Integrated,Theseus_,0317,Theseus_0317,,,,I shall get you for this!!
Integrated,Theseus_,0318,Theseus_0318,,,,"Wha, why did it explode?!"
Integrated,Theseus_,0319,Theseus_0319,,,,My ride!!
Integrated,Theseus_,0320,Theseus_0320,,,,Another priceless chariot?!
Integrated,Theseus_,0321,Theseus_0321,,,,"No, not again!!"
Integrated,Theseus_,0322,Theseus_0322,,,,No!! I'd just completed the repairs!
Integrated,Theseus_,0323,Theseus_0323,,,,Again you did this to me?!
Integrated,Theseus_,0324,Theseus_0324,,,,"My chariot may be gone, but we shall rise again!"
Integrated,Theseus_,0325,Theseus_0325,,,,"Gah, no!"
Integrated,Theseus_,0326,Theseus_0326,,,,How many times?!
Integrated,Theseus_,0327,Theseus_0327,,,,"My chariot, again?!"
Integrated,Theseus_,0328,Theseus_0328,,,,"The precious chariot, destroyed?!"
Integrated,Theseus_,0329,Theseus_0329,,,,Open fire!!
Integrated,Theseus_,0330,Theseus_0330,,,,Fire!
Integrated,Theseus_,0331,Theseus_0331,,,,Firing!
Integrated,Theseus_,0332,Theseus_0332,,,,"Now, fire!!"
Integrated,Theseus_,0333,Theseus_0333,,,,Commence fire!
Integrated,Theseus_,0334,Theseus_0334,,,,Commence firing!
Integrated,Theseus_,0335,Theseus_0335,,,,Chambers ready!
Integrated,Theseus_,0336,Theseus_0336,,,,Chambers set!
Integrated,Theseus_,0337,Theseus_0337,,,,Fully armed!
Integrated,Theseus_,0338,Theseus_0338,,,,In my sights!
Integrated,Theseus_,0339,Theseus_0339,,,,"A Chosen Sister, here?!"
Integrated,Theseus_,0340,Theseus_0340,,,,Where did she come from?
Integrated,Theseus_,0341,Theseus_0341,,,,The Chosen Alune!!
Integrated,Theseus_,0342,Theseus_0342,,,,The Chosen!
Integrated,Theseus_,0343,Theseus_0343,,,,You cheat!!
Integrated,Theseus_,0344,Theseus_0344,,,,Is that?!
Integrated,Theseus_,0345,Theseus_0345,,,,It's her!!
Integrated,Theseus_,0346,Theseus_0346,,,,My lady Alune!!
Integrated,Theseus_,0347,Theseus_0347,,,,The whelp has help!
Integrated,Theseus_,0348,Theseus_0348,,,,"Where, what?!"
Integrated,Theseus_,0349,Theseus_0349,,,,An intruder!
Integrated,Theseus_,0350,Theseus_0350,,,,A foul trick!
Integrated,Theseus_,0351,Theseus_0351,,,,Who?!
Integrated,Theseus_,0352,Theseus_0352,,,,What?!
Integrated,Theseus_,0353,Theseus_0353,,,,You?!
Integrated,Theseus_,0354,Theseus_0354,,,,"Begone, you!"
Integrated,Theseus_,0355,Theseus_0355,,,,This is not your fight!
Integrated,Theseus_,0356,Theseus_0356,,,,Stay out of this!
Integrated,Theseus_,0357,Theseus_0357,,,,"Again, this treachery?"
Integrated,Theseus_,0358,Theseus_0358,,,,"Bah, fight fair!!"
Integrated,Theseus_,0359,Theseus_0359,,,,Of course you need help!
Integrated,Theseus_,0360,Theseus_0360,,,,What is the meaning of this?
Integrated,Theseus_,0361,Theseus_0361,,,,You again!!
Integrated,Theseus_,0362,Theseus_0362,,,,Preposterous!
Integrated,Theseus_,0363,Theseus_0363,,,,What is this?!
Integrated,Theseus_,0364,Theseus_0364,,,,"Ah, drat!"
Integrated,Theseus_,0365,Theseus_0365,,,,Who is this wretch?!
Integrated,Theseus_,0366,Theseus_0366,,,,Begging your pardon?!
Integrated,Theseus_,0367,Theseus_0367,,,,"Lonely, foul little mummy!"
Integrated,Theseus_,0368,Theseus_0368,,,,It's that damn mummy!
Integrated,Theseus_,0369,Theseus_0369,,,,What is that doing here!
Integrated,Theseus_,0370,Theseus_0370,,,,You are unwelcome in Elysium!
Integrated,Theseus_,0371,Theseus_0371,,,,"Get out of here, loser!!"
Integrated,Theseus_,0372,Theseus_0372,,,,Mummy!
Integrated,Theseus_,0373,Theseus_0373,,,,What is the Spirit of Night doing here?
Integrated,Theseus_,0374,Theseus_0374,,,,Why is Death on his side?!
Integrated,Theseus_,0375,Theseus_0375,,,,Death has no business here!
Integrated,Theseus_,0376,Theseus_0376,,,,I'm not afraid of the Night!
Integrated,Theseus_,0377,Theseus_0377,,,,"You beat me once already, Aphelios!"
Integrated,Theseus_,0378,Theseus_0378,,,,"Finally someone worthy, at least!"
Integrated,Theseus_,0379,Theseus_0379,,,,Why is Death helping you?
Integrated,Theseus_,0380,Theseus_0380,,,,Aphelios!
Integrated,Theseus_,0381,Theseus_0381,,,,Where did that come from?!
Integrated,Theseus_,0382,Theseus_0382,,,,Who is this miscreant?!
Integrated,Theseus_,0383,Theseus_0383,,,,A foul trap!!
Integrated,Theseus_,0384,Theseus_0384,,,,"What, how?!"
Integrated,Theseus_,0385,Theseus_0385,,,,"Look out, Alistar!"
Integrated,Theseus_,0386,Theseus_0386,,,,Watch out!!
Integrated,Theseus_,0387,Theseus_0387,,,,Bwaah?!
Integrated,Theseus_,0388,Theseus_0388,,,,What the?!
Integrated,Theseus_,0389,Theseus_0389,,,,What in the hells...?!
Darren,Theseus_,0390,Theseus_0390,,,,Flay!
Darren,Theseus_,0391,Theseus_0391,,,,Suffer!
Darren,Theseus_,0392,Theseus_0392,,,,Bull Blast!
Darren,Theseus_,0393,Theseus_0393,,,,Damnation!
Integrated,Theseus_,0394,Theseus_0394,,,,Brothers in Death!!
Integrated,Theseus_,0395,Theseus_0395,,,,Ha!!
Integrated,Theseus_,0396,Theseus_0396,,,,"There, runt!"
Integrated,Theseus_,0397,Theseus_0397,,,,What now?!
Darren,Theseus_,0398,Theseus_0398,,,,Stricken!
Integrated,Theseus_,0399,Theseus_0399,,,,"Dah, my chariot!"
Integrated,Theseus_,0400,Theseus_0400,,,,This thing is falling apart!
Integrated,Theseus_,0401,Theseus_0401,,,,We can take more than that!
Integrated,Theseus_,0402,Theseus_0402,,,,You scratched the detailing!
Integrated,Theseus_,0403,Theseus_0403,,,,Try all you like!
Integrated,Theseus_,0404,Theseus_0404,,,,Naught but a scratch!
Integrated,Theseus_,0405,Theseus_0405,,,,That was nothing!
Integrated,Theseus_,0406,Theseus_0406,,,,Useless runt!
Integrated,Theseus_,0407,Theseus_0407,,,,Bah!
Integrated,Theseus_,0408,Theseus_0408,,,,Betrayal!
Integrated,Theseus_,0409,Theseus_0409,,,,Spirits...?!
Integrated,Theseus_,0410,Theseus_0410,,,,"Lord Volibear, what have I done?!"
Integrated,Theseus_,0411,Theseus_0411,,,,"Lord Volibear, no--!"
Integrated,Theseus_,0412,Theseus_0412,,,,Lady Nami I thought I was your favourite?!
Integrated,Theseus_,0413,Theseus_0413,,,,"Lady Nami, why?!"
Integrated,Theseus_,0414,Theseus_0414,,,,"Lady Nami, is this all because...?!"
Integrated,Theseus_,0415,Theseus_0415,,,,"Soraka, you little...!"
Integrated,Theseus_,0416,Theseus_0416,,,,Soraka you are supposed to protect ME!
Integrated,Theseus_,0417,Theseus_0417,,,,"Diana, why?!"
Integrated,Theseus_,0418,Theseus_0418,,,,"You obey that runt, Diana?"
Integrated,Theseus_,0419,Theseus_0419,,,,"Darius, I thought you recognized true power!"
Integrated,Theseus_,0420,Theseus_0420,,,,"You stupid pot-stirrer, Darius!"
Integrated,Theseus_,0421,Theseus_0421,,,,"Now is not the time for one of your pranks, Teemo!"
Integrated,Theseus_,0422,Theseus_0422,,,,"Is the party over, Teemo?"
Integrated,Theseus_,0423,Theseus_0423,,,,"Does this mean I'm not invited to the party, Teemo?"
Integrated,Theseus_,0424,Theseus_0424,,,,That was for Alistar.
Integrated,Theseus_,0425,Theseus_0425,,,,"Alistar, you are avenged."
Integrated,Theseus_,0426,Theseus_0426,,,,"Vengeance is mine, Alistar!"
Integrated,Theseus_,0427,Theseus_0427,,,,"You destroy my chariot, I destroy you, end of tale."
Integrated,Theseus_,0428,Theseus_0428,,,,"Chariots can be repaired, rebuilt! Honor cannot."
Integrated,Theseus_,0429,Theseus_0429,,,,"That was for my beautiful chariot, useless runt!"
Integrated,Theseus_,0430,Theseus_0430,,,,"Your foul deeds shall go unsung, mark you my words."
Integrated,Theseus_,0431,Theseus_0431,,,,There. I shall await when next you clamber to these heights.
Integrated,Theseus_,0432,Theseus_0432,,,,"Absolutely devastated, aren't we. Hmph!"
Integrated,Theseus_,0433,Theseus_0433,,,,If only you could hear the roaring crowd.
Integrated,Theseus_,0434,Theseus_0434,,,,Thank you!! Thank you!
Integrated,Theseus_,0435,Theseus_0435,,,,The adoration of the crowd!
Integrated,Theseus_,0436,Theseus_0436,,,,"Hear that, Alistar?"
Integrated,Theseus_,0437,Theseus_0437,,,,"Ah, hahaha, yes!"
Integrated,Theseus_,0438,Theseus_0438,,,,Such a spectacle is it not?
Integrated,Theseus_,0439,Theseus_0439,,,,A gracious audience!
Integrated,Theseus_,0440,Theseus_0440,,,,"They love us, Alistar!!"
Integrated,Theseus_,0441,Theseus_0441,,,,Nothing like battling before an audience!
Integrated,Theseus_,0442,Theseus_0442,,,,
Integrated,Theseus_,0443,Theseus_0443,,,,
Integrated,Theseus_,0444,Theseus_0444,,,,
Integrated,Theseus_,0445,Theseus_0445,,,,
Integrated,Theseus_,0446,Theseus_0446,,,,
Integrated,Theseus_,0447,Theseus_0447,,,,
Integrated,Theseus_,0450,Theseus_0450,,,,"Spirits, now!"
Integrated,Theseus_,0451,Theseus_0451,,,,"Spirits, I require your assistance, now!"
Integrated,Theseus_,0452,Theseus_0452,,,,"Spirits, get him!"
Integrated,Theseus_,0453,Theseus_0453,,,,"Spirits, please avenge my chariot!"
Integrated,Theseus_,0454,Theseus_0454,,,,Spirits! He broke my chariot!
Integrated,Theseus_,0455,Theseus_0455,,,,"Sic 'em, Spirits!"
Integrated,Theseus_,0456,Theseus_0456,,,,
Integrated,Theseus_,0457,Theseus_0457,,,,
Integrated,Theseus_,0458,Theseus_0458,,,,
Integrated,Theseus_,0459,Theseus_0459,,,,
Integrated,Theseus_,0460,Theseus_0460,,,,
Integrated,Theseus_,0461,Theseus_0461,,,,
Integrated,Theseus_,0462,Theseus_0462,,,,
Integrated,Theseus_,0463,Theseus_0463,,,,
Integrated,Theseus_,0464,Theseus_0464,,,,
Integrated,Theseus_,0465,Theseus_0465,,,,
Integrated,Theseus_,0466,Theseus_0466,,,,
Integrated,Theseus_,0467,Theseus_0467,,,,
Integrated,Theseus_,0468,Theseus_0468,,,,
Integrated,Theseus_,0469,Theseus_0469,,,,
Integrated,Theseus_,0470,Theseus_0470,,,,
Integrated,Theseus_,0471,Theseus_0471,,,,
Integrated,Theseus_,0472,Theseus_0472,,,,
Integrated,Theseus_,0473,Theseus_0473,,,,
Integrated,Theseus_,0474,Theseus_0474,,,,
Integrated,Theseus_,0475,Theseus_0475,,,,
Integrated,Theseus_,0476,Theseus_0476,,,,
Integrated,Theseus_,0477,Theseus_0477,,,,
Integrated,Theseus_,0478,Theseus_0478,,,,
Integrated,Theseus_,0479,Theseus_0479,,,,
Integrated,Theseus_,0480,Theseus_0480,,,,
Integrated,Theseus_,0481,Theseus_0481,,,,
Integrated,Theseus_,0482,Theseus_0482,,,,
Integrated,Theseus_,0483,Theseus_0483,,,,
Integrated,Theseus_,0484,Theseus_0484,,,,
Integrated,Theseus_,0485,Theseus_0485,,,,
Integrated,Theseus_,0486,Theseus_0486,,,,
Integrated,Theseus_,0487,Theseus_0487,,,,
Integrated,Theseus_,0488,Theseus_0488,,,,
Integrated,Theseus_,0489,Theseus_0489,,,,
Integrated,Theseus_,0490,Theseus_0490,,,,
